route_name,route_link,bus_name,bus_type,departing_time,reaching_time,bus_duration,price,seat,star_rating,state,route_lin,route_url
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Kadamba Transport Corporation Limited (KTCL) - 60996'],['Non AC Seater 2+2'],['19:00'],['02:30'],['07h 30m'],['420'],16,['3.7'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Neeta tours and travels'],['AC Sleeper (2+1)'],['13:30'],['19:00'],['05h 30m'],['500'],13,['3.4'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['15:30'],['21:45'],['06h 15m'],['700'],27,['3.9'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['16:30'],['22:30'],['06h 00m'],['550'],16,['4.1'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['16:30'],['23:00'],['06h 30m'],['660'],24,['3.3'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['17:30'],['23:40'],['06h 10m'],['606'],21,['3.3'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['18:20'],['00:35'],['06h 15m'],['719'],17,['4.3'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['18:30'],['00:45'],['06h 15m'],['550'],11,['4.5'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['19:00'],['01:45'],['06h 45m'],['606'],25,['4.0'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['19:30'],['01:10'],['05h 40m'],['669'],5,['4.8'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['20:00'],['01:40'],['05h 40m'],['667'],6,['4.6'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['20:00'],['03:15'],['07h 15m'],['711'],7,['4.6'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['21:00'],['02:30'],['05h 30m'],['599'],26,['4.8'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['AC Sleeper (2+1)'],['18:30'],['00:45'],['06h 15m'],['660'],22,['2.8'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['14:00'],['20:30'],['06h 30m'],['850'],25,['4.8'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['15:30'],['21:45'],['06h 15m'],['989'],9,['4.5'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['17:30'],['00:25'],['06h 55m'],['840'],12,['4.0'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Jolly Tours and Travels'],['VE A/C Sleeper (2+1)'],['17:30'],['00:45'],['07h 15m'],['1499'],26,['3.6'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Sai Travels - Shree Sai'],['NON A/C Push Back (2+2)'],['17:30'],['01:30'],['08h 00m'],['5000'],45,['3.6'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Humsafar Travels'],['A/C Sleeper (2+1)'],['19:00'],['23:55'],['04h 55m'],['2050'],7,['4.0'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,"['National Travels,Goa']",['NON A/C Sleeper (2+1)'],['19:00'],['00:45'],['05h 45m'],[],24,['3.6'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Ashray Travels'],['Non A/C Seater / Sleeper (2+1)'],['20:00'],['01:30'],['05h 30m'],[],28,['4.2'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels (Shreyas)'],['Bharat Benz A/C Sleeper (2+1)'],['20:03'],['02:03'],['06h 00m'],['5000'],24,['4.0'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels ( Gogte )'],['NON A/C Sleeper (2+1)'],['21:15'],['03:15'],['06h 00m'],['5000'],36,['3.1'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['22:31'],['04:01'],['05h 30m'],['750'],24,['3.8'],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Giroba Travels'],['Non AC Seater (2+2)'],['18:00'],['02:00'],['08h 00m'],['2000'],36,[],Kadamba,,
Goa to Kolhapur(Maharashtra) Bus,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,['Manish Roshan Travels'],['A/C Sleeper (2+1)'],['18:00'],['02:30'],['08h 30m'],['750'],25,['2.7'],Kadamba,,
Goa to Solapur Bus,https://www.redbus.in/bus-tickets/goa-to-solapur,['Kadamba Transport Corporation Limited (KTCL) - 60996'],['Non AC Seater 2+2'],['19:00'],['08:30'],['13h 30m'],['850'],16,['2.8'],Kadamba,,
Goa to Solapur Bus,https://www.redbus.in/bus-tickets/goa-to-solapur,['Humsafar Travels'],['A/C Sleeper (2+1)'],['19:00'],['04:30'],['09h 30m'],['1050'],15,['3.8'],Kadamba,,
Goa to Solapur Bus,https://www.redbus.in/bus-tickets/goa-to-solapur,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['17:30'],['04:45'],['11h 15m'],['989'],12,['3.2'],Kadamba,,
Goa to Solapur Bus,https://www.redbus.in/bus-tickets/goa-to-solapur,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['16:30'],['04:00'],['11h 30m'],['989'],12,['4.6'],Kadamba,,
Goa to Solapur Bus,https://www.redbus.in/bus-tickets/goa-to-solapur,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['15:30'],['03:00'],['11h 30m'],['989'],14,['4.1'],Kadamba,,
Goa to Solapur Bus,https://www.redbus.in/bus-tickets/goa-to-solapur,['S R Travels'],['A/C Seater/Sleeper (2+1)'],['20:30'],['07:30'],['11h 00m'],['600'],28,['2.6'],Kadamba,,
Goa to Sangola (Solapur) Bus,https://www.redbus.in/bus-tickets/goa-to-sangola,['Kadamba Transport Corporation Limited (KTCL) - 60996'],['Non AC Seater 2+2'],['19:00'],['06:05'],['11h 05m'],['675'],19,['3.4'],Kadamba,,
Goa to Sangola (Solapur) Bus,https://www.redbus.in/bus-tickets/goa-to-sangola,['Humsafar Travels'],['A/C Sleeper (2+1)'],['19:00'],['02:00'],['07h 00m'],['1050'],27,['3.1'],Kadamba,,
Sangola (Solapur) to Goa Bus,https://www.redbus.in/bus-tickets/sangola-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 61005'],['Non AC Seater 2+2'],['21:45'],['10:00'],['12h 15m'],['675'],29,['2.7'],Kadamba,,
Calangute (goa) to Goa Airport Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,['Kadamba Transport Corporation Limited (KTCL) - 78627'],['Volvo AC Seater 2+2'],['13:30'],['15:15'],['01h 45m'],['200'],39,['3.7'],Kadamba,,
Calangute (goa) to Goa Airport Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,['Kadamba Transport Corporation Limited (KTCL) - 99718'],['AC Seater (2+2)'],['15:30'],['17:15'],['01h 45m'],['200'],39,['4.2'],Kadamba,,
Calangute (goa) to Goa Airport Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,['Kadamba Transport Corporation Limited (KTCL) - 99719'],['AC Seater (2+2)'],['18:30'],['20:00'],['01h 30m'],['200'],40,['4.8'],Kadamba,,
Goa to Sangli Bus,https://www.redbus.in/bus-tickets/goa-to-sangli,['Kadamba Transport Corporation Limited (KTCL) - 60996'],['Non AC Seater 2+2'],['19:00'],['04:00'],['09h 00m'],['490'],16,['3.4'],Kadamba,,
Goa to Sangli Bus,https://www.redbus.in/bus-tickets/goa-to-sangli,['Humsafar Travels'],['A/C Sleeper (2+1)'],['19:00'],['02:35'],['07h 35m'],['1050'],15,['4.0'],Kadamba,,
Mopa Airport to Calangute (goa) Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,['Kadamba Transport Corporation Limited (KTCL) - 160438'],['A/C Seater (2+3)'],['13:30'],['14:40'],['01h 10m'],['200'],47,['4.4'],Kadamba,,
Mopa Airport to Calangute (goa) Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,['Kadamba Transport Corporation Limited (KTCL) - 160437'],['A/C Seater (2+3)'],['17:30'],['18:40'],['01h 10m'],['200'],47,['4.3'],Kadamba,,
Goa to Miraj Bus,https://www.redbus.in/bus-tickets/goa-to-miraj,['Kadamba Transport Corporation Limited (KTCL) - 60996'],['Non AC Seater 2+2'],['19:00'],['04:30'],['09h 30m'],['505'],16,['2.6'],Kadamba,,
Goa to Miraj Bus,https://www.redbus.in/bus-tickets/goa-to-miraj,['Humsafar Travels'],['A/C Sleeper (2+1)'],['19:00'],['02:05'],['07h 05m'],['1050'],18,['2.6'],Kadamba,,
Goa Airport to Calangute (goa) Bus,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,['Kadamba Transport Corporation Limited (KTCL) - 99707'],['AC Seater (2+2)'],['13:45'],['15:30'],['01h 45m'],['200'],41,['3.5'],Kadamba,,
Goa Airport to Calangute (goa) Bus,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,['Kadamba Transport Corporation Limited (KTCL) - 99710'],['AC Seater (2+2)'],['16:00'],['17:30'],['01h 30m'],['200'],42,['4.4'],Kadamba,,
Goa to Mopa Airport Bus,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158948'],['A/C Seater (2+3)'],['14:00'],['14:30'],['00h 30m'],['150'],47,['2.7'],Kadamba,,
Goa to Mopa Airport Bus,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158967'],['A/C Seater (2+3)'],['15:00'],['17:00'],['02h 00m'],['400'],48,['4.6'],Kadamba,,
Goa to Mopa Airport Bus,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158967'],['A/C Seater (2+3)'],['15:55'],['17:00'],['01h 05m'],['200'],48,['3.6'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['20:00'],['05:25'],['09h 25m'],['748'],8,['4.7'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Ashray Travels'],['Bharat Benz A/C Sleeper (2+1)'],['22:30'],['08:00'],['09h 30m'],['690'],7,['4.3'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels(KVT Narmada Red)'],['Bharat Benz A/C Sleeper (2+1)'],['21:16'],['06:01'],['08h 45m'],['699'],23,['4.6'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Anand Travels'],['NON A/C Sleeper (2+1)'],['18:00'],['03:30'],['09h 30m'],[],21,['3.8'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Gobus'],['NON A/C Sleeper (2+1)'],['20:01'],['05:41'],['09h 40m'],['555'],11,['4.4'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['19:30'],['03:10'],['07h 40m'],['679'],5,['4.3'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['17:00'],['02:00'],['09h 00m'],['2018'],30,['4.3'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['18:30'],['02:35'],['08h 05m'],['599'],9,['4.3'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['18:20'],['02:25'],['08h 05m'],['719'],17,['4.3'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['16:30'],['02:00'],['09h 30m'],['660'],24,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['AC Sleeper (2+1)'],['18:30'],['04:00'],['09h 30m'],['660'],22,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Giroba Travels (ST.Christopher)'],['Non AC Seater (2+2)'],['18:00'],['04:00'],['10h 00m'],['400'],35,[],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['14:00'],['23:30'],['09h 30m'],['850'],23,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Prasanna Purple Big Bus'],['Volvo A/C Sleeper (2+1)'],['22:00'],['05:30'],['07h 30m'],['1020'],13,['3.9'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Ashray Travels'],['Volvo Multi-Axle A/C Sleeper (2+1)'],['21:00'],['06:30'],['09h 30m'],['690'],20,['4.4'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Ashray Grand'],['Volvo Multi-Axle A/C Sleeper (2+1)'],['22:00'],['07:30'],['09h 30m'],['910'],9,['4.3'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels ( Gogte )'],['NON A/C Sleeper (2+1)'],['21:15'],['05:45'],['08h 30m'],['5000'],36,['3.6'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels (Shreyas)'],['NON A/C Sleeper (2+1)'],['20:30'],['05:00'],['08h 30m'],['750'],30,['4.1'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Zingbus Plus'],['Bharat Benz A/C Sleeper (2+1)'],['21:35'],['06:35'],['09h 00m'],[],25,['4.1'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Gobus'],['NON A/C Sleeper (2+1)'],['21:02'],['06:17'],['09h 15m'],['525'],19,['4.7'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Amrutyog Travels'],['A/C Sleeper (2+1)'],['19:00'],['05:00'],['10h 00m'],['599'],32,['4.4'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels(M.Dev)'],['A/C Sleeper (2+1)'],['22:00'],['06:50'],['08h 50m'],['808'],17,['3.8'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Ashray Travels'],['Non A/C Seater / Sleeper (2+1)'],['20:00'],['03:00'],['07h 00m'],['355'],26,['4.1'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Ashray Travels'],['Volvo Multi-Axle A/C Sleeper (2+1)'],['20:00'],['05:30'],['09h 30m'],[],13,['4.1'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['17:30'],['03:30'],['10h 00m'],['606'],21,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Gobus'],['VE A/C Sleeper (2+1)'],['21:32'],['05:17'],['07h 45m'],['750'],2,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['15:30'],['01:00'],['09h 30m'],['700'],27,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['19:00'],['04:15'],['09h 15m'],['606'],25,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels (Shreyas)'],['Bharat Benz A/C Sleeper (2+1)'],['20:03'],['04:03'],['08h 00m'],['5000'],24,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels (Unity)'],['A/C Sleeper (2+1)'],['20:00'],['04:45'],['08h 45m'],['599'],29,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels ( Ashray )'],['A/C Sleeper (2+1)'],['20:05'],['05:35'],['09h 30m'],['650'],20,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Seater / Sleeper (3+1)'],['21:30'],['06:20'],['08h 50m'],['1099'],30,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels (Humsafar)'],['Bharat Benz A/C Sleeper (2+1)'],['19:30'],['03:45'],['08h 15m'],['700'],15,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Atmaram Travels Goa'],['A/C Sleeper (2+1)'],['22:31'],['07:01'],['08h 30m'],['750'],24,['4.0'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Jolly Tours and Travels'],['VE A/C Sleeper (2+1)'],['17:30'],['01:30'],['08h 00m'],[],34,['3.6'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,"['National Travels,Goa']",['NON A/C Sleeper (2+1)'],['19:00'],['03:30'],['08h 30m'],[],21,['3.6'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Gujarat Travels'],['AC Sleeper (2+1)'],['13:25'],['21:20'],['07h 55m'],[],34,['3.4'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Manish Roshan Travels'],['A/C Sleeper (2+1)'],['18:00'],['04:30'],['10h 30m'],['750'],30,['2.7'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['Manish Travels'],['A/C Seater / Sleeper (2+1)'],['16:30'],['03:00'],['10h 30m'],['600'],30,['2.7'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['VRL Travels'],['A/C Sleeper (2+1)'],['17:00'],['01:30'],['08h 30m'],['1300'],36,['3.4'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['VRL Travels'],['A/C Sleeper (2+1)'],['19:30'],['04:00'],['08h 30m'],['800'],29,['3.4'],Kadamba,,
Goa to Satara Bus,https://www.redbus.in/bus-tickets/goa-to-satara,['VRL Travels'],['A/C Sleeper (2+1)'],['20:00'],['05:00'],['09h 00m'],['800'],35,['3.4'],Kadamba,,
Mopa Airport to Goa Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 159015'],['A/C Seater (2+3)'],['16:00'],['18:00'],['02h 00m'],['400'],47,['4.7'],Kadamba,,
Mopa Airport to Goa Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 159015'],['A/C Seater (2+3)'],['16:00'],['16:25'],['00h 25m'],['150'],47,['3.7'],Kadamba,,
Mopa Airport to Goa Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 160437'],['A/C Seater (2+3)'],['17:30'],['18:00'],['00h 30m'],['150'],47,['3.7'],Kadamba,,
Shirdi to Goa Bus,https://www.redbus.in/bus-tickets/shirdi-to-goa,['PSR Travels Goa'],['A/C Sleeper (2+1)'],['18:00'],['09:00'],['15h 00m'],['1399'],15,['3.7'],Kadamba,,
Shirdi to Goa Bus,https://www.redbus.in/bus-tickets/shirdi-to-goa,['Humsafar Travels'],['A/C Sleeper (2+1)'],['16:00'],['09:00'],['17h 00m'],[],4,['3.3'],Kadamba,,
Shirdi to Goa Bus,https://www.redbus.in/bus-tickets/shirdi-to-goa,['Humsafar Travels'],['A/C Sleeper (2+1)'],['16:00'],['07:30'],['15h 30m'],['2050'],5,['4.0'],Kadamba,,
Shirdi to Goa Bus,https://www.redbus.in/bus-tickets/shirdi-to-goa,['Humsafar Travels'],['A/C Sleeper (2+1)'],['16:00'],['08:15'],['16h 15m'],['2050'],15,['4.0'],Kadamba,,
Goa to Shivamogga Bus,https://www.redbus.in/bus-tickets/goa-to-shimoga,['Sea Bird Tourist'],['NON A/C Sleeper (2+1)'],['17:30'],['02:30'],['09h 00m'],['700'],25,['4.1'],Kadamba,,
Goa to Shirdi Bus,https://www.redbus.in/bus-tickets/goa-to-shirdi,['Humsafar Travels'],['A/C Sleeper (2+1)'],['19:00'],['11:00'],['16h 00m'],['1050'],6,['1.7'],Kadamba,,
Goa to Goa Airport Bus,https://www.redbus.in/bus-tickets/goa-to-goa-airport,['Kadamba Transport Corporation Limited (KTCL) - 78627'],['Volvo AC Seater 2+2'],['14:01'],['15:15'],['01h 14m'],['150'],39,['3.7'],Kadamba,,
Goa to Goa Airport Bus,https://www.redbus.in/bus-tickets/goa-to-goa-airport,['Kadamba Transport Corporation Limited (KTCL) - 99718'],['AC Seater (2+2)'],['16:01'],['17:15'],['01h 14m'],['150'],39,['3.7'],Kadamba,,
Margao to Mopa Airport Bus,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158948'],['A/C Seater (2+3)'],['14:00'],['14:30'],['00h 30m'],['150'],47,['2.7'],Kadamba,,
Margao to Mopa Airport Bus,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158967'],['A/C Seater (2+3)'],['15:00'],['17:00'],['02h 00m'],['400'],48,['4.6'],Kadamba,,
Margao to Mopa Airport Bus,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158967'],['A/C Seater (2+3)'],['15:55'],['17:00'],['01h 05m'],['200'],48,['3.6'],Kadamba,,
Goa Airport to Goa Bus,https://www.redbus.in/bus-tickets/goa-airport-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 99707'],['AC Seater (2+2)'],['13:45'],['14:46'],['01h 01m'],['150'],41,['3.7'],Kadamba,,
Mopa Airport to Margao Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,['Kadamba Transport Corporation Limited (KTCL) - 159015'],['A/C Seater (2+3)'],['16:00'],['18:00'],['02h 00m'],['400'],47,['4.7'],Kadamba,,
Mopa Airport to Margao Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,['Kadamba Transport Corporation Limited (KTCL) - 159015'],['A/C Seater (2+3)'],['16:00'],['16:25'],['00h 25m'],['150'],47,['3.7'],Kadamba,,
Mopa Airport to Margao Bus,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,['Kadamba Transport Corporation Limited (KTCL) - 160437'],['A/C Seater (2+3)'],['17:30'],['18:00'],['00h 30m'],['150'],47,['3.7'],Kadamba,,
Panaji to Mopa Airport Bus,https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,['Kadamba Transport Corporation Limited (KTCL) - 158948'],['A/C Seater (2+3)'],['13:30'],['14:30'],['01h 00m'],['200'],47,['4.4'],Kadamba,,
Calangute (goa) to Goa Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 78627'],['Volvo AC Seater 2+2'],['13:30'],['14:01'],['00h 31m'],['100'],40,['3.7'],Kadamba,,
Calangute (goa) to Goa Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-goa,['Kadamba Transport Corporation Limited (KTCL) - 99718'],['AC Seater (2+2)'],['15:30'],['16:01'],['00h 31m'],['100'],41,['3.7'],Kadamba,,
Calangute (goa) to Panaji Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,['Kadamba Transport Corporation Limited (KTCL) - 78627'],['Volvo AC Seater 2+2'],['13:30'],['14:00'],['00h 30m'],['100'],40,['3.7'],Kadamba,,
Calangute (goa) to Panaji Bus,https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,['Kadamba Transport Corporation Limited (KTCL) - 99718'],['AC Seater (2+2)'],['15:30'],['16:00'],['00h 30m'],['100'],41,['3.7'],Kadamba,,
Goa Airport to Panaji Bus,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,['Kadamba Transport Corporation Limited (KTCL) - 99707'],['AC Seater (2+2)'],['13:45'],['14:45'],['01h 00m'],['150'],41,['4.4'],Kadamba,,
Goa Airport to Panaji Bus,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,['Kadamba Transport Corporation Limited (KTCL) - 99710'],['AC Seater (2+2)'],['16:00'],['17:00'],['01h 00m'],['150'],42,['4.4'],Kadamba,,
Chandigarh to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,['HRTC - 1516'],['A/C Executive (2+3)'],['15:00'],['18:50'],['03h 50m'],['315'],7,['4.4'],Himachal,,
