route_name,route_link,bus_name,bus_type,departing_time,reaching_time,bus_duration,price,seat,star_rating,state,route_lin,route_url
Kolkata to Buniadpur Bus,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,['NBSTC-KOL-BLG-R1-19:30'],['NON A/C Seater Push Back (2+2)'],['19:45'],['05:45'],['10h 00m'],['323'],33,['4.3'],Bihar,,
Kolkata to Buniadpur Bus,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,['Express Line'],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['19:45'],['05:15'],['09h 30m'],['749'],5,['4.6'],Bihar,,
Kolkata to Buniadpur Bus,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,['Shyamoli Paribahan Pvt Ltd'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['20:00'],['05:15'],['09h 15m'],['750'],11,['3.8'],Bihar,,
Kolkata to Buniadpur Bus,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,['Rubi Paribahan  '],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['20:30'],['03:50'],['07h 20m'],['749'],38,['4.2'],Bihar,,
Kolkata to Buniadpur Bus,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,['New Dolphin Travels'],['A/C Seater / Sleeper (2+2)'],['19:00'],['05:00'],['10h 00m'],[],55,['3.9'],Bihar,,
Kolkata to Buniadpur Bus,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,['New Dolphin Travels'],['NON A/C Seater / Sleeper (2+2)'],['17:30'],['05:10'],['11h 40m'],[],11,['3.9'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['NBSTC-BLG-KOL-R1-18:30'],['NON A/C Seater Push Back (2+2)'],['19:20'],['06:00'],['10h 40m'],['334'],16,['3.9'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Express Line'],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['19:45'],['05:00'],['09h 15m'],['849'],19,['4.5'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Shyamoli Paribahan Pvt Ltd'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['20:00'],['05:00'],['09h 00m'],['750'],16,['3.9'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Rubi Paribahan  '],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['19:35'],['04:30'],['08h 55m'],['849'],34,['4.6'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['New Dolphin Travels'],['NON A/C Seater / Sleeper (2+2)'],['21:00'],['06:30'],['09h 30m'],[],25,['2.7'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Sonar Tori'],['A/C Seater / Sleeper (2+2)'],['20:15'],['06:30'],['10h 15m'],[],11,['3.4'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Jio Dolphin Travels'],['NON A/C Seater / Sleeper (2+2)'],['19:40'],['06:00'],['10h 20m'],[],13,['3.1'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Swarnali Paribahan'],['NON A/C Seater Push Back (2+2)'],['19:45'],['06:00'],['10h 15m'],['290'],24,['2.4'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Padmanabha Paribahan'],['A/C Seater / Sleeper (2+2)'],['20:15'],['07:00'],['10h 45m'],[],25,['2.5'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Shree Krishna Travels'],['NON A/C Seater / Sleeper (2+2)'],['19:45'],['06:00'],['10h 15m'],['350'],12,['3.2'],Bihar,,
Gangarampur to Kolkata Bus,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,['Renuka Travels'],['NON A/C Seater / Sleeper (2+2)'],['19:30'],['06:30'],['11h 00m'],['350'],42,['1.6'],Bihar,,
Siliguri to Ranaghat Bus,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,['NBSTC-SLG-KOL-R1-18:30'],['NON A/C Seater Push Back (2+2)'],['18:30'],['04:50'],['10h 20m'],['423'],16,['4.2'],Bihar,,
Siliguri to Ranaghat Bus,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,['Lokenath Bus Service'],['Volvo 9600 Multi-Axle A/C Sleeper (2+1)'],['19:15'],['04:50'],['09h 35m'],['1400'],22,['4.6'],Bihar,,
Siliguri to Ranaghat Bus,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,['Lokenath Bus Service'],['Volvo Multi-Axle A/C Seater/Sleeper (2+1)'],['18:45'],['04:30'],['09h 45m'],['1050'],27,['4.7'],Bihar,,
Siliguri to Ranaghat Bus,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,['RAYAN'],['NON A/C Seater / Sleeper (2+2)'],['16:50'],['05:00'],['12h 10m'],['450'],59,[],Bihar,,
Siliguri to Ranaghat Bus,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,['Lokenath Bus Service'],['Volvo Multi Axle B11R AC Seater\\Sleeper (2+1)'],['20:30'],['05:35'],['09h 05m'],['1200'],45,['4.7'],Bihar,,
Siliguri to Ranaghat Bus,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['14:45'],['03:10'],['12h 25m'],[],8,['2.4'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['NBSTC-SLG-KOL-R1-18:30'],['NON A/C Seater Push Back (2+2)'],['18:30'],['04:30'],['10h 00m'],['395'],16,['4.0'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Aradhana Travels'],['A/C Seater / Sleeper (2+1)'],['19:05'],['05:30'],['10h 25m'],[],27,['3.7'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Rubi Paribahan  '],['Volvo 9600 Multi-Axle A/C Sleeper (2+1)'],['19:00'],['04:00'],['09h 00m'],['1499'],17,['4.6'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Express Line'],['Volvo 9600 Multi-Axle A/C Sleeper (2+1)'],['18:30'],['04:10'],['09h 40m'],[],14,['4.7'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['RAYAN'],['NON A/C Seater / Sleeper (2+2)'],['16:50'],['09:00'],['16h 10m'],['500'],59,[],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Lokenath Bus Service'],['Volvo 9600 Multi-Axle A/C Sleeper (2+1)'],['19:15'],['04:30'],['09h 15m'],['1400'],21,['4.7'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Lokenath Bus Service'],['Volvo Multi-Axle A/C Seater/Sleeper (2+1)'],['18:45'],['04:00'],['09h 15m'],['1050'],45,['3.4'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Lokenath Bus Service'],['Volvo Multi Axle B11R AC Seater\\Sleeper (2+1)'],['20:30'],['05:00'],['08h 30m'],['1200'],45,['4.0'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Kanchanjangha (Saha Travels)'],['NON A/C Seater / Sleeper (2+2)'],['16:20'],['04:30'],['12h 10m'],[],14,['3.7'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Mahaprabhu Travels'],['NON A/C Seater / Sleeper (2+2)'],['19:00'],['07:00'],['12h 00m'],['535'],44,['2.0'],Bihar,,
Siliguri to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['14:45'],['03:00'],['12h 15m'],[],8,['2.4'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['NBSTC-KOL-RAI-R1-20:30'],['NON A/C Seater Push Back (2+2)'],['20:45'],['01:30'],['04h 45m'],['251'],17,['3.6'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Express Line'],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['19:45'],['04:00'],['08h 15m'],['699'],2,['4.5'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Shyamoli Paribahan Pvt Ltd'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['20:00'],['04:00'],['08h 00m'],['700'],11,['4.1'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Lokenath Bus Service'],['Volvo A/C Seater (2+2)'],['21:00'],['03:45'],['06h 45m'],[],33,['4.7'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Rubi Paribahan  '],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['20:30'],['02:30'],['06h 00m'],['749'],28,['2.9'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['New Dolphin Travels'],['A/C Seater / Sleeper (2+2)'],['19:00'],['02:45'],['07h 45m'],[],55,['2.1'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Rubi Paribahan  '],['Volvo 9600 Multi-Axle A/C Sleeper (2+1)'],['19:00'],['02:15'],['07h 15m'],['1499'],24,['2.9'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Wasim Travels'],['NON A/C Seater / Sleeper (2+2)'],['22:00'],['06:00'],['08h 00m'],['455'],12,['2.5'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Wasim Travels'],['NON A/C Seater / Sleeper (2+2)'],['22:30'],['06:30'],['08h 00m'],['455'],12,['1.7'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['16:45'],['01:30'],['08h 45m'],[],39,['2.4'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Lokenath Bus Service'],['Non AC Seater (2+2)'],['19:00'],['02:30'],['07h 30m'],['4500'],1,['2.9'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Lokenath Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['21:30'],['05:15'],['07h 45m'],['350'],10,['2.9'],Bihar,,
Kolkata to Farakka Bus,https://www.redbus.in/bus-tickets/kolkata-to-farakka,['Swarnali Paribahan'],['NON A/C Seater Push Back (2+2)'],['19:30'],['04:30'],['09h 00m'],['320'],26,['2.3'],Bihar,,
Siliguri to Raiganj Bus,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,['Shree Krishna Travels'],['NON A/C Seater / Sleeper (2+2)'],['20:00'],['02:00'],['06h 00m'],['250'],21,['3.2'],Bihar,,
Siliguri to Raiganj Bus,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['14:45'],['19:15'],['04h 30m'],[],8,['2.4'],Bihar,,
Siliguri to Raiganj Bus,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['20:20'],['00:30'],['04h 10m'],[],66,[],Bihar,,
Siliguri to Raiganj Bus,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,['Aradhana Bus Service'],['A/C Seater / Sleeper (2+2)'],['21:00'],['01:30'],['04h 30m'],[],28,[],Bihar,,
Kolkata to Dhupguri (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal,['NORTH BENGAL STATE TRANSPORT CORPORATION'],['Non AC Seater (2+3)'],['15:00'],['05:15'],['14h 15m'],['515'],46,['2.5'],Bihar,,
Kolkata to Dhupguri (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal,['NBSTC-KOL-APD-E1-19:00'],['Non AC Seater (2+3)'],['16:00'],['07:45'],['15h 45m'],['515'],43,['3.9'],Bihar,,
Kolkata to Dhupguri (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal,['NBSTC-KOL-COB-R1-17:00'],['Non AC Seater 2+2'],['17:00'],['06:30'],['13h 30m'],['555'],17,['4.8'],Bihar,,
Falakata (west bengal) to Malda Bus,https://www.redbus.in/bus-tickets/falakata-to-malda,['NBSTC-COB-BHP-R1-19:00'],['Non AC Seater 2+2'],['19:50'],['03:19'],['07h 29m'],['302'],22,['3.1'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['NBSTC-KOL-RAI-R1-20:30'],['NON A/C Seater Push Back (2+2)'],['20:45'],['04:15'],['07h 30m'],['301'],24,['3.5'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['Express Line'],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['19:45'],['04:45'],['09h 00m'],['699'],3,['4.9'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['Rubi Paribahan  '],['Volvo 9600 A/C Seater/Sleeper (2+1)'],['20:30'],['03:30'],['07h 00m'],['749'],26,['4.9'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['New Dolphin Travels'],['A/C Seater / Sleeper (2+2)'],['19:00'],['04:15'],['09h 15m'],[],54,['2.8'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['New Dolphin Travels'],['NON A/C Seater / Sleeper (2+2)'],['17:30'],['04:30'],['11h 00m'],[],11,['2.8'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['16:45'],['02:30'],['09h 45m'],[],39,['2.4'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['Poulami Paribahan'],['Volvo Multi-Axle A/C (2+2)'],['17:30'],['02:20'],['08h 50m'],['1000'],48,['4.1'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['Lokenath Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['21:30'],['06:45'],['09h 15m'],['400'],12,['2.9'],Bihar,,
Kolkata to Gazole Bus,https://www.redbus.in/bus-tickets/kolkata-to-gazole,['Swarnali Paribahan'],['NON A/C Seater Push Back (2+2)'],['19:30'],['06:00'],['10h 30m'],['320'],26,['2.3'],Bihar,,
Balurghat to Siliguri Bus,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,['Mohanta Travels'],['A/C Seater / Sleeper (2+2)'],['21:00'],['05:00'],['08h 00m'],[],14,['3.5'],Bihar,,
Balurghat to Siliguri Bus,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,['Padmanabha Travels'],['A/C Seater / Sleeper (2+2)'],['20:45'],['05:05'],['08h 20m'],[],23,['3.2'],Bihar,,
Balurghat to Siliguri Bus,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,['Shree Krishna Travels'],['A/C Seater / Sleeper (2+2)'],['21:10'],['04:30'],['07h 20m'],['350'],27,['3.5'],Bihar,,
Balurghat to Siliguri Bus,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,['Sankar Travels'],['A/C Seater / Sleeper (2+1)'],['20:10'],['04:30'],['08h 20m'],['450'],13,['2.9'],Bihar,,
Balurghat to Siliguri Bus,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,['Shree Krishna Travels'],['NON A/C Seater / Sleeper (2+2)'],['19:45'],['05:00'],['09h 15m'],['250'],12,['2.8'],Bihar,,
Siliguri to Barasat (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-barasat-west-bengal,['NBSTC-SLG-KOL-R1-18:30'],['NON A/C Seater Push Back (2+2)'],['18:30'],['05:30'],['11h 00m'],['466'],16,['4.2'],Bihar,,
Siliguri to Barasat (West Bengal) Bus,https://www.redbus.in/bus-tickets/siliguri-to-barasat-west-bengal,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['14:45'],['05:55'],['15h 10m'],[],8,['2.4'],Bihar,,
Kolkata to Maynaguri (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal,['NORTH BENGAL STATE TRANSPORT CORPORATION'],['Non AC Seater (2+3)'],['15:00'],['05:00'],['14h 00m'],['500'],46,['4.4'],Bihar,,
Kolkata to Maynaguri (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal,['NBSTC-KOL-APD-E1-19:00'],['Non AC Seater (2+3)'],['16:00'],['06:30'],['14h 30m'],['500'],43,['4.4'],Bihar,,
Kolkata to Maynaguri (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal,['NBSTC-KOL-COB-R1-17:00'],['Non AC Seater 2+2'],['17:00'],['06:00'],['13h 00m'],['538'],28,['4.4'],Bihar,,
Kolkata to Itahar (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,['NBSTC-KOL-RAI-R1-20:30'],['NON A/C Seater Push Back (2+2)'],['20:45'],['05:15'],['08h 30m'],['323'],24,['3.7'],Bihar,,
Kolkata to Itahar (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['16:45'],['03:15'],['10h 30m'],[],39,['2.4'],Bihar,,
Kolkata to Itahar (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,['Lokenath Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['21:30'],['07:10'],['09h 40m'],['500'],12,['2.9'],Bihar,,
Cooch Behar (West Bengal) to Krishnanagar (West Bengal) Bus,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-krishnanagar,['Mahaprabhu Travels'],['NON A/C Seater / Sleeper (2+2)'],['15:30'],['07:00'],['15h 30m'],['635'],44,['2.1'],Bihar,,
Cooch Behar (West Bengal) to Omarpur (West Bengal) Bus,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-omarpur-west-bengal,['NBSTC-COB-BHP-R1-19:00'],['Non AC Seater 2+2'],['19:00'],['06:00'],['11h 00m'],['405'],22,['3.7'],Bihar,,
Malda to Siliguri Bus,https://www.redbus.in/bus-tickets/malda-to-siliguri,['New Das Paribahan'],['NON A/C Seater / Sleeper (2+2)'],['23:25'],['05:35'],['06h 10m'],['635'],8,['3.0'],Bihar,,
Malda to Siliguri Bus,https://www.redbus.in/bus-tickets/malda-to-siliguri,['Aradhana Travels'],['Volvo A/C B11R Multi Axle Semi Sleeper (2+2)'],['23:59'],['06:00'],['06h 01m'],[],29,['3.6'],Bihar,,
Malda to Siliguri Bus,https://www.redbus.in/bus-tickets/malda-to-siliguri,['Aradhana Travels'],['NON A/C Seater / Sleeper (2+2)'],['23:59'],['07:30'],['07h 31m'],[],33,['2.1'],Bihar,,
Raiganj to Ranaghat Bus,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,['NBSTC-RAI-KOL-R1-19:30'],['NON A/C Seater Push Back (2+2)'],['19:30'],['04:15'],['08h 45m'],['278'],23,['3.3'],Bihar,,
Raiganj to Ranaghat Bus,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,['Lokenath Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['19:45'],['04:10'],['08h 25m'],['500'],12,['2.9'],Bihar,,
Raiganj to Ranaghat Bus,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,['Aradhana Bus Service'],['NON A/C Seater / Sleeper (2+2)'],['19:15'],['03:10'],['07h 55m'],[],8,['2.4'],Bihar,,
Cooch Behar (West Bengal) to Farakka Bus,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-farakka,['NBSTC-COB-BHP-R1-19:00'],['Non AC Seater 2+2'],['19:00'],['04:30'],['09h 30m'],['367'],19,['4.9'],Bihar,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210'],['Non AC Seater (2+3)'],['15:05'],['19:35'],['04h 30m'],['180'],39,['3.2'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216'],['Non AC Seater (2+3)'],['15:10'],['20:10'],['05h 00m'],['185'],26,['3.7'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211'],['Non AC Seater (2+3)'],['15:35'],['20:05'],['04h 30m'],['180'],49,['1.8'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217'],['Non AC Seater (2+3)'],['16:10'],['21:10'],['05h 00m'],['185'],44,['3.3'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752'],['Non AC Seater (2+3)'],['16:30'],['21:00'],['04h 30m'],['180'],51,['2.8'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847'],['Non AC Seater (2+3)'],['16:40'],['22:00'],['05h 20m'],['185'],45,['2.8'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Greenline'],['Volvo A/C Seater (2+2)'],['14:50'],['19:50'],['05h 00m'],['524'],11,['4.4'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SHYAMOLI Pvt. Ltd.(Karunamoyee)'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['15:00'],['20:00'],['05h 00m'],['524'],29,['3.7'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Express Line (Karunamoyee)'],['Volvo 9600 Multi Axle Semi-Sleeper (2+2)'],['15:20'],['20:25'],['05h 05m'],['524'],26,['4.6'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Shyamoli Paribahan Pvt Ltd'],['Volvo Multi-Axle A/C Semi Sleeper (2+2)'],['15:30'],['20:30'],['05h 00m'],['524'],28,['3.6'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SHYAMOLI Pvt. Ltd.(Karunamoyee)'],['Volvo B11R Multi Axle Seater (2+2)'],['15:45'],['20:45'],['05h 00m'],['524'],37,['4.2'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Greenline'],['Volvo A/C Seater (2+2)'],['16:00'],['21:00'],['05h 00m'],['524'],28,['3.3'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Greenline (Karunamoyee)'],['Volvo A/C Seater (2+2)'],['16:20'],['21:20'],['05h 00m'],['524'],25,['3.8'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SHYAMOLI Pvt. Ltd.(Karunamoyee)'],['Volvo A/C Seater (2+2)'],['16:35'],['21:35'],['05h 00m'],['524'],12,['3.6'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Shyamoli Paribahan Pvt Ltd'],['Volvo A/C Seater (2+2)'],['17:00'],['22:00'],['05h 00m'],['524'],12,['3.5'],South Bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Express Line'],['Volvo A/C Seater (2+2)'],['17:30'],['22:50'],['05h 20m'],['524'],29,['4.5'],South Bengal,,
Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,['SBSTC-JHARGRAM - KARUNAMOYEE - VIA - KOLKATA - 13:35 - 1764'],['Non AC Seater (2+3)'],['15:05'],['00:00'],['08h 55m'],['110'],36,['4.1'],South Bengal,,
Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,['SBSTC-MIDNAPUR - GARIA - 15:30 (MID DEPOT) - 1511'],['Non AC Seater (2+3)'],['15:30'],['00:00'],['08h 30m'],['110'],37,['3.9'],South Bengal,,
Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,['SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193'],['Non AC Seater (2+3)'],['16:00'],['00:00'],['08h 00m'],['111'],14,['3.5'],South Bengal,,
Midnapore to Kolkata Bus,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,['SBSTC-MIDNAPUR - KARUNAMOYEE - 16:40 - 997'],['Non AC Seater (2+3)'],['16:40'],['00:00'],['07h 20m'],['118'],35,['4.1'],South Bengal,,
Kolkata to Asansol (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-asansol,['SBSTC-KARUNAMOYEE - ASANSOL - 15:30 (ASN DEPOT) - 249'],['Non AC Seater (2+3)'],['15:30'],['20:30'],['05h 00m'],['185'],37,['3.3'],South Bengal,,
Kolkata to Asansol (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-asansol,['SBSTC-KOLKATA - ASANSOL - 16:00 (ASANSOL DEPOT) - 768'],['Non AC Seater (2+3)'],['16:00'],['20:30'],['04h 30m'],['180'],52,['4.4'],South Bengal,,
Kolkata to Asansol (West Bengal) Bus,https://www.redbus.in/bus-tickets/kolkata-to-asansol,['SBSTC-KARUNAMOYEE - ASANSOL - AC - 16:15 (BEL DEPOT) - 1566'],['AC Seater (2+2)'],['16:15'],['21:15'],['05h 00m'],['360'],32,['1.7'],South Bengal,,
